date,open,close,high,low
2015-03-25,3961.578,3940.412,3980.716,3913.988
2015-03-26,3921.745,3949.999,3991.997,3892.878
2015-03-27,3957.542,3971.697,3993.032,3932.87
2015-03-30,3999.024,4088.178,4101.651,3999.024
2015-03-31,4138.885,4051.204,4166.018,4037.771
2015-04-01,4057.501,4123.895,4139.499,4046.939
2015-04-02,4149.946,4124.776,4156.842,4068.649
2015-04-03,4104.672,4170.538,4170.558,4092.383
2015-04-07,4213.894,4260.044,4260.471,4197.019
2015-04-08,4277.45,4295.803,4304.78,4204.826
2015-04-09,4316.958,4262.138,4332.166,4212.611
2015-04-10,4249.383,4344.416,4351.687,4231.196
2015-04-13,4394.047,4421.073,4432.024,4361.589
2015-04-14,4432.126,4438.184,4474.353,4385.908
2015-04-15,4439.314,4380.513,4475.997,4379.609
2015-04-16,4355.491,4513.546,4513.765,4335.63
2015-04-17,4578.679,4596.136,4630.27,4553.904
2015-04-20,4615.034,4521.919,4671.168,4492.6
2015-04-21,4520.461,4619.164,4620.058,4504.558
2015-04-22,4637.055,4739.814,4740.933,4632.589
2015-04-23,4764.481,4740.892,4782.044,4693.967
2015-04-24,4682.626,4702.641,4730.43,4618.318
2015-04-27,4753.871,4807.592,4810.485,4735.31
2015-04-28,4811.319,4741.861,4839.078,4703.567
2015-04-29,4722.903,4774.326,4797.927,4695.793
2015-04-30,4788.412,4749.886,4818.725,4749.485
2015-05-04,4757.637,4787.741,4795.915,4699.398
2015-05-05,4785.192,4596.837,4785.192,4572.983
2015-05-06,4626.231,4553.327,4700.909,4511.761
2015-05-07,4520.818,4470.089,4546.338,4467.459
2015-05-08,4515.554,4558.404,4559.058,4445.592
2015-05-11,4582.091,4690.532,4690.954,4535.149
2015-05-12,4692.122,4747.421,4748.004,4660.016
2015-05-13,4746.713,4718.436,4758.002,4678.845
2015-05-14,4717.955,4700.778,4735.284,4670.168
2015-05-15,4690.755,4617.47,4690.755,4592.05
2015-05-18,4582.058,4575.14,4623.383,4565.061
2015-05-19,4577.637,4731.222,4740.005,4577.637
2015-05-20,4751.572,4754.919,4843.1,4745.21
2015-05-21,4768.689,4840.976,4841.615,4746.029
2015-05-22,4895.925,4951.335,4951.991,4870.598
2015-05-25,4949.11,5099.495,5099.839,4949.11
2015-05-26,5140.798,5198.918,5199.295,5063.146
2015-05-27,5216.17,5181.434,5226.844,5126.861
2015-05-28,5174.101,4834.007,5213.183,4831.329
2015-05-29,4839.53,4840.829,4924.303,4665.521
2015-06-01,4862.756,5076.179,5079.319,4835.774
2015-06-02,5091.272,5161.87,5162.556,5047.081
2015-06-03,5176.597,5143.59,5186.967,5059.495
2015-06-04,5156.012,5181.416,5194.233,4863.465
2015-06-05,5254.905,5230.552,5288.34,5104.178
2015-06-08,5259.408,5353.751,5370.609,5202.595
2015-06-09,5379.47,5317.461,5380.426,5251.208
2015-06-10,5254.304,5309.112,5374.83,5209.68
2015-06-11,5305.141,5306.59,5329.295,5248.163
2015-06-12,5329.278,5335.115,5351.648,5283.086
2015-06-15,5354.014,5221.167,5362.452,5207.308
2015-06-16,5165.025,5064.821,5204.303,5015.265
2015-06-17,5072.306,5138.831,5158.367,4949.293
2015-06-18,5107.695,4930.549,5121.218,4926.429
2015-06-19,4847.057,4637.052,4910.45,4634.691
2015-06-23,4641.425,4786.091,4786.955,4455.33
2015-06-24,4811.595,4880.126,4883.732,4744.306
2015-06-25,4906.242,4706.516,4919.263,4667.224
2015-06-26,4573.872,4336.195,4650.186,4278.675
2015-06-29,4446.842,4191.549,4451.166,4000.926
2015-06-30,4161.067,4472.998,4475.767,4016.013
2015-07-01,4408.984,4253.021,4526.127,4235.696
2015-07-02,4287.734,4107.996,4312.19,4000.061
2015-07-03,4017.202,3885.917,4164.629,3785.902
2015-07-06,4218.266,3998.537,4218.266,3832.468
2015-07-07,3877.854,3928.003,3960.636,3743.624
2015-07-08,3651.06,3663.038,3762.622,3612.254
2015-07-09,3621.68,3897.626,3930.264,3537.826
2015-07-10,3916.272,4106.556,4179.111,3887.551
2015-07-13,4132.231,4211.812,4278.161,4072.43
2015-07-14,4178.63,4112.149,4258.513,4062.5
2015-07-15,4068.88,3966.759,4114.243,3899.508
2015-07-16,3949.639,3997.356,4067.022,3856.321
2015-07-17,4023.757,4151.496,4190.186,4000.231
2015-07-20,4157.06,4160.612,4221.693,4106.389
2015-07-21,4109.761,4166.006,4201.482,4081.704
2015-07-22,4148.56,4157.16,4187.431,4094.712
2015-07-23,4158.932,4250.805,4262.062,4148.824
2015-07-24,4255.198,4176.279,4299.65,4154.617
2015-07-27,4097.796,3818.731,4156.313,3817.169
2015-07-28,3690.974,3811.093,3883.446,3627.421
2015-07-29,3839.959,3930.379,3934.003,3769.189
2015-07-30,3915.78,3815.412,3968.534,3802.882
2015-07-31,3777.155,3816.699,3863.624,3757.989
2015-08-03,3766.072,3829.235,3829.235,3742.578
2015-08-04,3827.373,3948.155,3948.449,3801.028
2015-08-05,3937.623,3866.9,3962.277,3858.66
2015-08-06,3802.928,3831.852,3888.693,3793.237
2015-08-07,3866.43,3906.945,3926.649,3857.908
2015-08-10,3947.472,4084.365,4101.731,3932.842
2015-08-11,4083.589,4066.669,4110.133,4042.004
2015-08-12,4025.674,4016.126,4078.03,4015.355
2015-08-13,4010.013,4075.463,4075.7,3967.821
2015-08-14,4097.918,4073.54,4113.159,4056.727
2015-08-17,4058.113,4077.872,4081.772,4009.99
2015-08-18,4084.311,3825.412,4103.054,3816.554
2015-08-19,3748.266,3886.136,3898.74,3668.192
2015-08-20,3848.403,3761.454,3880.824,3761.454
2015-08-21,3714.289,3589.536,3757.779,3578.175
2015-08-24,3454.598,3275.534,3468.149,3266.55
2015-08-25,3070.007,3042.927,3200.108,3019.556
2015-08-26,3062.566,3025.692,3192.932,2952.008
2015-08-27,3092.812,3205.638,3206.724,3028.398
2015-08-28,3246.236,3342.286,3353.244,3223.622
2015-08-31,3307.396,3366.536,3368.279,3205.537
2015-09-01,3296.529,3362.083,3370.504,3190.578
2015-09-02,3220.851,3365.832,3387.02,3213.637
2015-09-07,3347.293,3250.485,3422.225,3240.243
2015-09-08,3221.789,3334.023,3340.219,3170.807
2015-09-09,3344.824,3399.305,3426.651,3330.29
2015-09-10,3349.281,3357.561,3398.316,3337.311
2015-09-11,3349.877,3347.188,3383.134,3315.478
2015-09-14,3367.642,3281.132,3373.921,3187.566
2015-09-15,3208.744,3152.232,3240.079,3131.98
2015-09-16,3149.158,3309.248,3345.918,3131.37
2015-09-17,3287.657,3236.999,3354.905,3236.999
2015-09-18,3254.443,3251.273,3280.877,3227.834
2015-09-21,3222.603,3308.247,3312.55,3211.934
2015-09-22,3312.366,3339.03,3371.414,3303.184
2015-09-23,3290.071,3263.028,3315.935,3253.333
2015-09-24,3278.896,3284.999,3300.857,3255.902
2015-09-25,3272.665,3231.951,3290.858,3201.914
2015-09-28,3226.607,3242.752,3246.554,3186.507
2015-09-29,3197.221,3178.854,3208.417,3159.042
2015-09-30,3195.901,3202.948,3223.908,3186.767
2015-10-08,3324.981,3296.482,3337.331,3294.605
2015-10-09,3302.36,3340.116,3352.379,3293.965
2015-10-12,3351.139,3447.693,3486.631,3347.251
2015-10-13,3422.477,3445.043,3452.045,3413.967
2015-10-14,3431.135,3406.112,3458.702,3403.231
2015-10-15,3403.389,3486.815,3486.815,3402.316
2015-10-16,3508.518,3534.065,3537.539,3487.104
2015-10-19,3548.953,3534.182,3572.995,3502.505
2015-10-20,3527.875,3577.703,3577.798,3510.437
2015-10-21,3580.838,3473.254,3601.243,3417.412
2015-10-22,3453.201,3524.534,3530.766,3442.307
2015-10-23,3536.843,3571.241,3581.836,3515.822
2015-10-26,3614.702,3589.261,3620.756,3561.192
2015-10-27,3569.449,3592.879,3601.053,3486.102
2015-10-28,3575.805,3524.92,3598.172,3517.21
2015-10-29,3539.978,3533.307,3561.814,3507.966
2015-10-30,3530.223,3534.079,3574.473,3497.568
2015-11-02,3489.225,3475.962,3543.45,3474.712
2015-11-03,3484.722,3465.493,3501.704,3452.62
2015-11-04,3477.159,3628.538,3628.538,3477.159
2015-11-05,3630.782,3705.97,3781.409,3627.301
2015-11-06,3698.342,3793.374,3801.705,3694.657
2015-11-09,3796.379,3840.355,3891.773,3796.379
2015-11-10,3806.669,3833.238,3876.49,3798.821
2015-11-11,3828.448,3833.646,3843.112,3781.41
2015-11-12,3841.738,3795.324,3843.9,3771.274
2015-11-13,3756.204,3746.242,3793.713,3727.585
2015-11-16,3682.735,3764.126,3764.409,3680.073
2015-11-17,3790.426,3758.387,3852.774,3750.157
2015-11-18,3760.456,3715.58,3771.847,3706.31
2015-11-19,3725.622,3774.969,3775.232,3714.675
2015-11-20,3778.884,3774.383,3793.545,3757.026
2015-11-23,3774.436,3753.335,3802.851,3743.405
2015-11-24,3745.761,3753.889,3754.169,3702.737
2015-11-25,3747.759,3781.607,3781.857,3735.716
2015-11-26,3795.245,3759.429,3805.844,3756.823
2015-11-27,3739.096,3556.992,3742.742,3534.39
2015-11-30,3554.89,3566.412,3587.97,3455.068
2015-12-01,3562.319,3591.696,3617.305,3536.116
2015-12-02,3587.758,3721.955,3725.854,3573.403
2015-12-03,3709.547,3749.299,3758.446,3693.137
2015-12-04,3719.734,3677.592,3726.124,3667.291
2015-12-07,3681.582,3687.607,3699.337,3658.578
2015-12-08,3668.839,3623.02,3668.839,3619.445
2015-12-09,3613.42,3635.938,3655.159,3611.49
2015-12-10,3634.366,3623.084,3678.318,3615.991
2015-12-11,3605.372,3608.059,3630.744,3578.146
2015-12-14,3573.884,3711.322,3712.503,3570.998
2015-12-15,3707.73,3694.389,3717.357,3679.23
2015-12-16,3703.95,3685.44,3713.09,3677.45
2015-12-17,3712.783,3755.888,3768.844,3709.851
2015-12-18,3754.96,3767.913,3810.218,3750.925
2015-12-21,3762.097,3865.965,3877.82,3759.989
2015-12-22,3872.098,3876.733,3880.468,3841.593
2015-12-23,3877.872,3866.381,3926.686,3862.965
2015-12-24,3858.135,3829.402,3867.679,3787.084
2015-12-25,3832.085,3838.201,3848.025,3813.204
2015-12-28,3847.532,3727.632,3853.389,3727.632
2015-12-29,3723.05,3761.875,3762.052,3710.48
2015-12-30,3762.914,3765.175,3765.657,3726.278
2015-12-31,3760.904,3731.005,3772.617,3727.325
2016-01-04,3725.856,3469.066,3726.245,3468.949
2016-01-05,3382.177,3478.78,3518.217,3377.28
2016-01-06,3482.406,3539.808,3543.739,3468.467
2016-01-07,3481.15,3294.384,3481.15,3284.737
2016-01-08,3371.871,3361.563,3418.851,3237.931
2016-01-11,3303.125,3192.45,3342.481,3192.45
2016-01-12,3214.823,3215.71,3242.253,3174.55
2016-01-13,3240.484,3155.879,3257.295,3155.879
2016-01-14,3076.645,3221.571,3226.658,3072.039
2016-01-15,3200.888,3118.73,3216.798,3101.052
2016-01-18,3068.235,3130.729,3165.616,3066.727
2016-01-19,3132.705,3223.125,3227.908,3119.216
2016-01-20,3204.218,3174.378,3225.95,3154.426
2016-01-21,3136.384,3081.345,3202.538,3081.345
2016-01-22,3114.895,3113.463,3132.171,3053.958
2016-01-25,3129.028,3128.886,3149.332,3105.1
2016-01-26,3099.596,2940.509,3106.53,2934.647
2016-01-27,2953.183,2930.352,2963.544,2839.29
2016-01-28,2909.334,2853.756,2941.887,2841.844
2016-01-29,2855.598,2946.09,2965.309,2854.371
2016-02-01,2939.04,2901.048,2944.517,2869.561
2016-02-02,2901.528,2961.334,2972.426,2901.512
2016-02-03,2931.288,2948.639,2954.71,2909.898
2016-02-04,2960.334,2984.76,2999.206,2960.207
2016-02-05,2982.056,2963.789,2988.36,2962.847
2016-02-15,2888.428,2946.707,2961.493,2886.018
2016-02-16,2962.187,3037.035,3042.089,2962.187
2016-02-17,3034.09,3063.32,3065.785,3027.046
2016-02-18,3079.527,3053.699,3093.513,3049.841
2016-02-19,3047.942,3051.585,3065.968,3032.634
2016-02-22,3083.933,3118.868,3128.207,3071.329
2016-02-23,3117.203,3089.363,3119.221,3061.429
2016-02-24,3077.606,3109.545,3109.545,3055.251
2016-02-25,3104.41,2918.75,3104.436,2905.457
2016-02-26,2942.095,2948.031,2964.385,2902.948
2016-02-29,2939.58,2877.467,2939.875,2821.215
2016-03-01,2881.335,2930.694,2950.436,2863.323
2016-03-02,2933.921,3051.333,3054.724,2933.116
2016-03-03,3050.389,3058.422,3078.444,3040.246
2016-03-04,3047.537,3093.89,3101.656,3032.424
2016-03-07,3108.999,3104.84,3130.903,3083.584
2016-03-08,3100.149,3107.673,3109.25,3001.829
2016-03-09,3045.924,3071.907,3072.916,3020.134
2016-03-10,3056.21,3013.146,3074.16,3012.691
2016-03-11,2990.214,3018.284,3026.437,2982.172
2016-03-14,3039.569,3065.69,3106.8,3034.0
2016-03-15,3061.343,3074.78,3077.085,3028.578
2016-03-16,3068.866,3090.033,3100.352,3064.521
2016-03-17,3096.808,3124.204,3147.841,3077.572
2016-03-18,3136.223,3171.963,3197.668,3130.102
2016-03-21,3203.293,3249.437,3267.775,3198.361
2016-03-22,3231.615,3225.79,3249.677,3218.728
2016-03-23,3217.729,3236.092,3242.247,3202.976
2016-03-24,3211.496,3181.851,3221.906,3181.813
2016-03-25,3176.81,3197.817,3204.442,3174.318
2016-03-28,3206.953,3169.728,3229.624,3161.878
2016-03-29,3171.314,3135.41,3178.075,3122.761
2016-03-30,3161.289,3216.275,3216.676,3161.289
2016-03-31,3229.2,3218.088,3241.927,3208.665
2016-04-01,3213.674,3221.895,3222.612,3165.856
2016-04-05,3211.305,3264.486,3271.93,3205.207
2016-04-06,3250.522,3257.528,3267.64,3236.196
2016-04-07,3266.288,3209.29,3270.82,3208.644
2016-04-08,3189.846,3185.726,3197.774,3163.305
2016-04-11,3213.507,3230.096,3251.572,3213.507
2016-04-12,3227.367,3218.45,3232.264,3198.903
2016-04-13,3237.858,3261.383,3296.523,3237.858
2016-04-14,3277.098,3275.832,3286.072,3252.05
2016-04-15,3279.857,3272.205,3282.985,3261.73
2016-04-18,3252.671,3228.453,3252.671,3221.662
2016-04-19,3243.971,3238.303,3250.725,3221.577
2016-04-20,3244.142,3181.026,3248.422,3107.369
2016-04-21,3160.796,3160.603,3198.557,3150.94
2016-04-22,3142.561,3174.901,3175.38,3137.993
2016-04-25,3164.738,3162.033,3172.269,3137.113
2016-04-26,3159.771,3179.161,3181.095,3150.404
2016-04-27,3181.931,3165.916,3188.826,3162.691
2016-04-28,3169.333,3160.581,3174.766,3135.643
2016-04-29,3153.537,3156.745,3171.289,3149.397
2016-05-03,3159.823,3213.54,3218.485,3151.405
2016-05-04,3203.465,3209.461,3222.882,3198.292
2016-05-05,3204.169,3213.92,3217.282,3196.566
2016-05-06,3213.136,3130.354,3216.893,3130.147
2016-05-09,3115.43,3065.615,3115.43,3055.006
2016-05-10,3055.212,3069.112,3084.725,3055.183
2016-05-11,3080.636,3082.809,3102.877,3063.088
2016-05-12,3059.383,3090.137,3095.349,3035.023
2016-05-13,3081.68,3074.935,3103.096,3064.691
2016-05-16,3064.526,3095.309,3095.555,3053.662
2016-05-17,3095.523,3086.025,3105.201,3073.459
2016-05-18,3071.529,3068.036,3072.612,3039.462
2016-05-19,3060.343,3062.5,3086.977,3058.145
2016-05-20,3047.778,3078.218,3078.532,3041.517
2016-05-23,3078.515,3087.223,3098.478,3076.504
2016-05-24,3083.244,3063.556,3083.257,3052.591
2016-05-25,3079.749,3059.226,3089.102,3054.87
2016-05-26,3056.6,3064.211,3072.524,3027.444
2016-05-27,3059.732,3062.499,3073.756,3052.179
2016-05-30,3056.314,3066.71,3075.261,3037.665
2016-05-31,3068.596,3169.56,3170.926,3068.596
2016-06-01,3172.962,3160.547,3181.793,3159.818
2016-06-02,3158.026,3167.1,3168.824,3151.065
2016-06-03,3172.946,3189.326,3201.749,3162.088
2016-06-06,3192.779,3178.788,3197.22,3168.554
2016-06-07,3182.437,3177.054,3186.617,3168.179
2016-06-08,3171.813,3163.986,3174.972,3148.352
2016-06-13,3134.045,3066.341,3145.606,3065.767
2016-06-14,3058.443,3075.983,3078.749,3055.655
2016-06-15,3043.958,3116.368,3128.673,3042.233
2016-06-16,3104.362,3094.675,3112.476,3089.478
2016-06-17,3096.09,3110.357,3131.049,3096.09
2016-06-20,3114.906,3112.674,3118.725,3089.713
2016-06-21,3124.898,3106.318,3155.493,3097.94
2016-06-22,3100.45,3133.961,3134.061,3096.992
2016-06-23,3129.721,3117.317,3129.721,3102.481
2016-06-24,3110.647,3077.155,3130.539,3033.965
2016-06-27,3065.128,3120.544,3120.641,3064.966
2016-06-28,3107.398,3136.401,3139.43,3099.701
2016-06-29,3142.484,3151.39,3158.076,3139.133
2016-06-30,3152.833,3153.921,3163.721,3148.199
2016-07-01,3156.932,3154.2,3170.258,3148.295
2016-07-04,3136.385,3204.696,3210.602,3134.023
2016-07-05,3199.157,3207.383,3216.703,3197.996
2016-07-06,3197.625,3216.804,3217.516,3183.451
2016-07-07,3206.551,3209.954,3220.54,3190.124
2016-07-08,3199.754,3192.28,3204.928,3183.959
2016-07-11,3199.038,3203.33,3235.962,3197.626
2016-07-12,3201.906,3273.182,3273.474,3200.303
2016-07-13,3274.02,3282.868,3300.991,3271.775
2016-07-14,3277.482,3276.764,3281.95,3259.065
2016-07-15,3278.836,3276.278,3285.026,3265.291
2016-07-18,3269.708,3262.022,3281.638,3251.766
2016-07-19,3260.435,3248.234,3264.73,3226.199
2016-07-20,3246.863,3237.605,3254.508,3232.257
2016-07-21,3238.337,3252.523,3271.374,3238.303
2016-07-22,3251.242,3225.162,3253.769,3220.894
2016-07-25,3220.166,3230.885,3243.79,3218.142
2016-07-26,3228.234,3269.588,3269.746,3228.008
2016-07-27,3270.084,3218.243,3276.511,3157.409
2016-07-28,3204.465,3221.137,3235.782,3195.27
2016-07-29,3217.192,3203.93,3225.418,3198.684
2016-08-01,3196.425,3176.809,3199.975,3156.749
2016-08-02,3173.758,3189.053,3189.053,3165.542
2016-08-03,3179.684,3193.507,3197.157,3173.536
2016-08-04,3190.546,3201.289,3201.554,3170.419
2016-08-05,3201.354,3205.11,3224.873,3192.861
2016-08-08,3199.572,3234.183,3234.48,3187.252
2016-08-09,3232.603,3256.981,3257.334,3229.174
2016-08-10,3255.182,3243.341,3261.861,3242.751
2016-08-11,3239.558,3233.36,3274.026,3232.613
2016-08-12,3231.807,3294.234,3294.234,3231.137
2016-08-15,3303.469,3393.424,3417.915,3302.378
2016-08-16,3403.384,3378.245,3418.688,3372.021
2016-08-17,3377.771,3373.048,3394.389,3356.924
2016-08-18,3369.947,3364.485,3394.791,3349.688
2016-08-19,3358.555,3365.02,3374.045,3341.192
2016-08-22,3364.681,3336.795,3372.833,3335.47
2016-08-23,3332.621,3341.83,3359.648,3324.96
2016-08-24,3341.93,3329.863,3348.129,3323.725
2016-08-25,3314.085,3308.972,3315.081,3279.806
2016-08-26,3312.499,3307.09,3328.945,3301.736
2016-08-29,3306.575,3307.781,3315.079,3297.07
2016-08-30,3310.319,3311.987,3325.122,3304.597
2016-08-31,3310.565,3327.794,3333.973,3304.655
2016-09-01,3326.739,3301.577,3329.346,3301.213
2016-09-02,3298.722,3314.114,3320.425,3295.755
2016-09-05,3321.005,3319.68,3338.42,3314.629
2016-09-06,3322.018,3342.626,3347.951,3300.126
2016-09-07,3344.066,3340.817,3357.357,3337.751
2016-09-08,3338.008,3339.564,3343.395,3328.226
2016-09-09,3339.373,3318.044,3344.951,3318.044
2016-09-12,3271.87,3262.604,3276.716,3234.573
2016-09-13,3265.337,3260.333,3269.222,3246.386
2016-09-14,3245.737,3238.73,3254.995,3231.336
2016-09-19,3242.743,3263.124,3264.9,3242.743
2016-09-20,3264.665,3257.403,3265.035,3252.389
2016-09-21,3257.71,3266.636,3270.902,3254.321
2016-09-22,3281.472,3291.121,3303.199,3277.979
2016-09-23,3292.279,3275.667,3293.916,3275.025
2016-09-26,3267.691,3220.284,3267.691,3220.284
2016-09-27,3214.87,3240.755,3240.776,3214.441
2016-09-28,3243.647,3230.89,3243.647,3227.996
2016-09-29,3234.857,3244.387,3257.767,3234.803
2016-09-30,3240.178,3253.285,3260.941,3239.036
2016-10-10,3265.364,3293.869,3294.641,3258.958
2016-10-11,3296.867,3306.557,3308.004,3292.878
2016-10-12,3299.139,3300.01,3302.561,3289.753
2016-10-13,3299.156,3302.646,3307.409,3292.397
2016-10-14,3298.734,3305.848,3306.686,3285.729
2016-10-17,3305.964,3277.879,3309.01,3271.541
2016-10-18,3272.682,3321.332,3321.332,3272.682
2016-10-19,3323.304,3316.241,3332.52,3309.831
2016-10-20,3317.179,3318.604,3324.903,3312.174
2016-10-21,3315.716,3327.74,3341.56,3309.179
2016-10-24,3332.513,3367.578,3382.826,3330.967
2016-10-25,3367.475,3367.455,3373.914,3356.585
2016-10-26,3365.198,3354.8,3367.831,3349.574
2016-10-27,3351.46,3345.695,3352.355,3335.133
2016-10-28,3347.144,3340.126,3370.749,3337.289
2016-10-31,3332.406,3336.278,3340.47,3317.328
2016-11-01,3338.71,3359.052,3359.394,3334.457
2016-11-02,3350.71,3333.352,3356.397,3331.384
2016-11-03,3326.905,3365.085,3379.989,3324.838
2016-11-04,3362.206,3354.175,3377.639,3348.426
2016-11-07,3353.444,3356.592,3362.742,3342.312
2016-11-08,3367.697,3371.118,3383.917,3361.129
2016-11-09,3370.6,3353.055,3373.096,3322.08
2016-11-10,3374.906,3390.612,3403.016,3374.906
2016-11-11,3387.948,3417.221,3422.672,3382.893
2016-11-14,3409.224,3430.248,3452.616,3408.139
2016-11-15,3428.866,3429.87,3434.922,3415.995
2016-11-16,3432.434,3429.592,3435.637,3419.244
2016-11-17,3423.465,3436.535,3437.669,3412.877
2016-11-18,3437.49,3417.455,3443.119,3413.27
2016-11-21,3412.652,3441.111,3463.142,3412.08
2016-11-22,3443.22,3468.364,3469.219,3443.22
2016-11-23,3473.895,3474.729,3492.956,3465.764
2016-11-24,3468.807,3488.74,3508.165,3467.011
2016-11-25,3490.04,3521.298,3521.303,3463.948
2016-11-28,3538.675,3535.081,3553.36,3528.32
2016-11-29,3525.901,3564.04,3583.719,3521.379
2016-11-30,3557.636,3538.001,3567.069,3527.023
2016-12-01,3543.956,3565.036,3575.97,3543.245
2016-12-02,3559.771,3528.955,3562.55,3516.788
2016-12-05,3473.688,3469.407,3496.884,3457.343
2016-12-06,3466.242,3459.153,3477.59,3456.807
2016-12-07,3458.369,3475.747,3475.747,3445.756
2016-12-08,3481.807,3470.143,3484.34,3466.512
2016-12-09,3464.873,3493.7,3507.928,3461.761
2016-12-12,3489.268,3409.179,3495.802,3400.793
2016-12-13,3394.207,3405.036,3416.215,3370.596
2016-12-14,3399.411,3378.945,3412.28,3378.266
2016-12-15,3363.86,3340.434,3378.037,3327.143
2016-12-16,3335.363,3346.031,3356.292,3330.493
2016-12-19,3342.345,3328.983,3344.858,3324.999
2016-12-20,3328.299,3309.064,3329.102,3289.268
2016-12-21,3313.745,3338.536,3342.476,3313.745
2016-12-22,3335.122,3335.672,3340.363,3322.72
2016-12-23,3333.401,3307.599,3334.894,3300.884
2016-12-26,3293.224,3322.401,3322.421,3267.048
2016-12-27,3319.206,3316.385,3330.232,3315.832
2016-12-28,3315.753,3301.889,3320.547,3293.174
2016-12-29,3297.036,3297.765,3312.113,3288.096
2016-12-30,3302.599,3310.081,3313.55,3295.751
2017-01-03,3313.953,3342.227,3345.263,3313.953
2017-01-04,3340.558,3368.312,3369.566,3338.153
2017-01-05,3368.34,3367.789,3373.412,3361.462
2017-01-06,3366.852,3347.667,3368.871,3346.891
2017-01-09,3345.748,3363.901,3366.222,3344.347
2017-01-10,3361.639,3358.272,3370.505,3354.088
